temizlenmis_metin,Kategori1,Kategori2,combined_label,ÜCRET İADESİ,BAGAJ,MÜŞTERİ HİZMETLERİ,UYGULAMA/TEKNİK,RÖTAR
uçuş ertele otel rezervasyon değiş ek masraf oluş kas tarih ankara köln ol uç operasyonel sebep kasım ertele dönüş uç kasım kasım alın değişik tamamen havayol kaynak ol rağmen köln kal holiday inn express köln mülhem otel rezervasyon değiş otel aracı firma görüş ancak otel kal gün değiş kesinlikle iz ver otel yap yazış ek ol paylaş kas gece boşuna otel ücret öde zor kal kas tekrar otel ayarla gerek özellikle yurt dış otel ücret euro üzer oldukça yüksek ol belirt iste ayrıca müşteri hizmet görüş uçuş tamamen iptal ed ücret iade yap uzun aktar saat alternatif uç sun söylen ancak ilk başta al bilet direkt uçuş küçük çocuğ ol uzun aktar uç kabul ed an yeni bilet al iste fiyatla yüksek süreç ciddi şekil mağdur ed rezervasyon kod kp z bilet kredi kart tl al mağduriyet gider özellikle bir günlük otel ücret tarafından karşı talep ed rötar ücret i̇adesi̇,RÖTAR,ÜCRET İADESİ,RÖTAR,0,0,0,0,1
uçuş ertele otel rezervasyon değiş ek masraf oluş kas tarih ankara köln ol uç operasyonel sebep kasım ertele dönüş uç kasım kasım alın değişik tamamen havayol kaynak ol rağmen köln kal holiday inn express köln mülhem otel rezervasyon değiş otel aracı firma görüş ancak otel kal gün değiş kesinlikle iz ver otel yap yazış ek ol paylaş kas gece boşuna otel ücret öde zor kal kas tekrar otel ayarla gerek özellikle yurt dış otel ücret euro üzer oldukça yüksek ol belirt iste ayrıca müşteri hizmet görüş uçuş tamamen iptal ed ücret iade yap uzun aktar saat alternatif uç sun söylen ancak ilk başta al bilet direkt uçuş küçük çocuğ ol uzun aktar uç kabul ed an yeni bilet al iste fiyatla yüksek süreç ciddi şekil mağdur ed rezervasyon kod kp z bilet kredi kart tl al mağduriyet gider özellikle bir günlük otel ücret tarafından karşı talep ed rötar ücret i̇adesi̇,RÖTAR,ÜCRET İADESİ,RÖTAR,0,0,0,0,1
uçuş ertele otel rezervasyon değiş ek masraf oluş kas tarih ankara köln ol uç operasyonel sebep kasım ertele dönüş uç kasım kasım alın değişik tamamen havayol kaynak ol rağmen köln kal holiday inn express köln mülhem otel rezervasyon değiş otel aracı firma görüş ancak otel kal gün değiş kesinlikle iz ver otel yap yazış ek ol paylaş kas gece boşuna otel ücret öde zor kal kas tekrar otel ayarla gerek özellikle yurt dış otel ücret euro üzer oldukça yüksek ol belirt iste ayrıca müşteri hizmet görüş uçuş tamamen iptal ed ücret iade yap uzun aktar saat alternatif uç sun söylen ancak ilk başta al bilet direkt uçuş küçük çocuğ ol uzun aktar uç kabul ed an yeni bilet al iste fiyatla yüksek süreç ciddi şekil mağdur ed rezervasyon kod kp z bilet kredi kart tl al mağduriyet gider özellikle bir günlük otel ücret tarafından karşı talep ed rötar ücret i̇adesi̇,RÖTAR,ÜCRET İADESİ,RÖTAR,0,0,0,0,1
aynı uçak bilet i̇ki öde alın müşteri hizmet çöz sun tarih ’in web site üzer gidiş dönüş ol üzere toplam adet diyarbakır–i̇stanbul i̇stanbul–diyarbakır uçak bilet sat al iste önce garanti banka kart öde yap çalış ancak “bakiye yetersiz” uyarı al ardından akbank kart işlem tekrar et bilet başar al sabah hesap hareket kontrol et iki banka öde çekil fark et garanti banka tl akbank tl tutar toplam iki ayrı kesinti yap aynı bilet iki fark banka toplam iki öde alın ol hemen müşteri hizmet ilet ancak sadece “geri bildiri taleb oluşturun” henüz bir çöz sun fazladan çekil tutar kısa iade ed talep ed i̇lgili dekont ekran görüntü el mevcut iste paylaş uygulamatekni̇k ücret i̇adesi̇,UYGULAMA/TEKNİK,ÜCRET İADESİ,UYGULAMA/TEKNİK,0,0,0,1,0
çukurova uluslararası havaliman ajetuçuşunda kaybol bagaj al soru tarih sabiha gökçen’den çukurova havaliman vf sefer sayılı uç kullan varış bagaj kaybol hemen havaliman bildiri bulun covvf numara tutanak düzenle ara saat geç rağmen bagaj bulun hiçbir ver bagaj eş iki abiye takı elbise üç ayakkabı iki adet birer litre viski playstation beş adet konsol bir tak elbise hediye eşya maddi değer yüksek birçok eşya bulun konu ilgili üç müşteri hizmet iletişim geç fakat yalnızca saat içinde bagaj ulaş tazminat hakk ol belirt hiçbir yetkili yardımcı ol mağduriyet gider ’ten acil ol kıyafet tem mağduriyet gider talep ed ana kadar herhangi bir öde teklif al tazminat başvuru yap sürec hızla sonuçlan ver bekl bagaj ücret i̇adesi̇,BAGAJ,ÜCRET İADESİ,BAGAJ,0,1,0,0,0
efatura mail ulaş acil teslimat bekl numara bilet başvuru yap üzer saat geç hal efatura mail adres gönder teslim et gerek acil adres gönder mağduriyet gider arz ederimbilet numara uygulamatekni̇k,UYGULAMA/TEKNİK,,UYGULAMA/TEKNİK,0,0,0,1,0
online check sonra biniş kart al mağduriyet yaşa eylül tarih üsküpi̇stanbul uç online check işlem başar tamamla rağmen sistem biniş kart oluş uyarı karşı biniş kart al havaliman kontuar git gerek müşteri hizmet tarafından ilet ancak erken saat havaliman gid zaman kaybet zor ol ora ’e ait bir kontuar ol olmadığ bil nedeniyle mağduriyet yaşa pnr kod ctb online check sonra biniş kart al sorun çöz benzer mağduriyet tekrar yaşa iyi yap talep ed uygulamatekni̇k,UYGULAMA/TEKNİK,,UYGULAMA/TEKNİK,0,0,0,1,0
direkt uçuş sat bilet gizli durak uzun bekle mağduriyet eylül tarih i̇stanbulnahçıvan uç bilet al direkt nahçıvan ol belirt rağmen gen havaliman dur yolcu indir bindir işlem yap yaklaşık saat bekle bilet al aşama gen havaliman durul dair hiçbir ver “direkt uçuş” ol sat bir bilet başka bir havaliman durakla konu yolcu bilgilen büyük bir mağduriyet yarat önce aynı güzergah uç ol sefer benzer şekil gen havaliman durakla yaşa uç göz ön bulundur toplam saat fazla sür kayb ol uç genellikle i̇stanbul havaliman sabiha gökçe nahçıvan havaliman ara gerçek uçuş sırasında bekle esnasında hiçbir şekil bilgilen yap konu ’ten açıkla yaşa sür kayb tazminat talep ed ücret i̇adesi̇ uygulamatekni̇k,ÜCRET İADESİ,UYGULAMA/TEKNİK,UYGULAMA/TEKNİK,0,0,0,1,0
uç gecik yetersiz bilgilen kayıp bagaj mağduriyet eylül tarih aile birlikte ’in vf uç dubai i̇stanbul’a ora aktar ol ankara seyahat ed dubaii̇stanbul uç uçağ bin kalk gerek uçak saat boyunca kalk dubai kal bae yasa gereğ polis eş uçak indir hiçbir türk yetkili gel iletişim geç gel bırak ara mail at kişilik bir aile ol yolcu yap sonra iç uçağ a ertele dair gel ancak yetkili uçuş iptal ol söyle uzun uğraş sonuc bir yolcu uç yeni ancak dörd yeni yetkili peş koştur uç yenile özellikle sor valiz devam uç ol ankara al yoksa i̇stanbul havaliman ankara tk uç i̇stanbula dön sonra ayarla devam uç ankara gel sefer valiz gönder kayıp bagaj dosya aç esbtk eylül sabah iki yolcu bagaj el ulaş bir tane gaziantep gönder alaka var bir ara gel söylen ben ad ol hala kayıp hiçbir yok süreç havaliman danış uçuş personel al defalarca uğraş rağmen yeterli bilgilen yap uçuş mağduriyet bagaj kayb nedeniyle mağdur ol ’ten yaşa ciddi aksak açıkla özür maddi manevi tazminat kayıp bagaj acil ol bulun talep ed bagaj rötar,BAGAJ,RÖTAR,RÖTAR,0,0,0,0,1
uç gecik yetersiz bilgilen kayıp bagaj mağduriyet eylül tarih aile birlikte ’in vf uç dubai i̇stanbul’a ora aktar ol ankara seyahat ed dubaii̇stanbul uç uçağ bin kalk gerek uçak saat boyunca kalk dubai kal bae yasa gereğ polis eş uçak indir hiçbir türk yetkili gel iletişim geç gel bırak ara mail at kişilik bir aile ol yolcu yap sonra iç uçağ a ertele dair gel ancak yetkili uçuş iptal ol söyle uzun uğraş sonuc bir yolcu uç yeni ancak dörd yeni yetkili peş koştur uç yenile özellikle sor valiz devam uç ol ankara al yoksa i̇stanbul havaliman ankara tk uç i̇stanbula dön sonra ayarla devam uç ankara gel sefer valiz gönder kayıp bagaj dosya aç esbtk eylül sabah iki yolcu bagaj el ulaş bir tane gaziantep gönder alaka var bir ara gel söylen ben ad ol hala kayıp hiçbir yok süreç havaliman danış uçuş personel al defalarca uğraş rağmen yeterli bilgilen yap uçuş mağduriyet bagaj kayb nedeniyle mağdur ol ’ten yaşa ciddi aksak açıkla özür maddi manevi tazminat kayıp bagaj acil ol bulun talep ed bagaj rötar,BAGAJ,RÖTAR,RÖTAR,0,0,0,0,1
uç gecik yetersiz bilgilen kayıp bagaj mağduriyet eylül tarih aile birlikte ’in vf uç dubai i̇stanbul’a ora aktar ol ankara seyahat ed dubaii̇stanbul uç uçağ bin kalk gerek uçak saat boyunca kalk dubai kal bae yasa gereğ polis eş uçak indir hiçbir türk yetkili gel iletişim geç gel bırak ara mail at kişilik bir aile ol yolcu yap sonra iç uçağ a ertele dair gel ancak yetkili uçuş iptal ol söyle uzun uğraş sonuc bir yolcu uç yeni ancak dörd yeni yetkili peş koştur uç yenile özellikle sor valiz devam uç ol ankara al yoksa i̇stanbul havaliman ankara tk uç i̇stanbula dön sonra ayarla devam uç ankara gel sefer valiz gönder kayıp bagaj dosya aç esbtk eylül sabah iki yolcu bagaj el ulaş bir tane gaziantep gönder alaka var bir ara gel söylen ben ad ol hala kayıp hiçbir yok süreç havaliman danış uçuş personel al defalarca uğraş rağmen yeterli bilgilen yap uçuş mağduriyet bagaj kayb nedeniyle mağdur ol ’ten yaşa ciddi aksak açıkla özür maddi manevi tazminat kayıp bagaj acil ol bulun talep ed bagaj rötar,BAGAJ,RÖTAR,RÖTAR,0,0,0,0,1
uç gecik yetersiz bilgilen kayıp bagaj mağduriyet eylül tarih aile birlikte ’in vf uç dubai i̇stanbul’a ora aktar ol ankara seyahat ed dubaii̇stanbul uç uçağ bin kalk gerek uçak saat boyunca kalk dubai kal bae yasa gereğ polis eş uçak indir hiçbir türk yetkili gel iletişim geç gel bırak ara mail at kişilik bir aile ol yolcu yap sonra iç uçağ a ertele dair gel ancak yetkili uçuş iptal ol söyle uzun uğraş sonuc bir yolcu uç yeni ancak dörd yeni yetkili peş koştur uç yenile özellikle sor valiz devam uç ol ankara al yoksa i̇stanbul havaliman ankara tk uç i̇stanbula dön sonra ayarla devam uç ankara gel sefer valiz gönder kayıp bagaj dosya aç esbtk eylül sabah iki yolcu bagaj el ulaş bir tane gaziantep gönder alaka var bir ara gel söylen ben ad ol hala kayıp hiçbir yok süreç havaliman danış uçuş personel al defalarca uğraş rağmen yeterli bilgilen yap uçuş mağduriyet bagaj kayb nedeniyle mağdur ol ’ten yaşa ciddi aksak açıkla özür maddi manevi tazminat kayıp bagaj acil ol bulun talep ed bagaj rötar,BAGAJ,RÖTAR,BAGAJ,0,1,0,0,0
bilet bagaj sorun nedeniyle mağduriyet maddi kayıp yaşa tarih ankarahurghada tarih hurghadaankara uç ciddi mağduriyet yaşa uç üç gün önce uçuş iptal ed bildir ardından müşteri hizmet görüş uçuş tarih değiş eş kız aynı işlem müşteri hizmet aracılığıyla yap sıra kız bagaj hakk görüntüle tl ek öde yap gerek söylen sorun bir seyahat ol öde gerçek online check işlem yap tekrar müşteri hizmet ara bir sor ol söylen ancak yine havaliman üç saat önce git gerek belirt esenboğa havaliman var kız bilet görüntüle check yap söylen sat al birim yönlen ora bir sor ol söylen tekrar check sıra gir bebeğ birlikte uzun sür ayakta bekle buna rağmen bilet hala görüntüle mevcut bilet ol rağmen yeniden bilet al gerek belirt tekrar sat al birim yönlen mecburen tl öde tekrar bilet al zor kal işlem sırasında uç bir sür kal büyük bir stres yaşa ayrıca uçak fazla dolu overbook ol neredeyse uçağ alın gidiş dönüş uç eş yan yana otur bebeğ eşya eş kal uçuş boyunca bebeğ ağla ihtiyaç karşıla dön yurt dış defalarca ’i ara zor kal telefon fatura yaklaşık tl fazla gel buna rağmen hiçbir çöz sağ çağrı merkezi personel bebeğ bilet iptal et kaynak ol mağduriyet yaşa belirt ana kadar fazla öde ücret hiçbiri iade ed herhangi bir tazminat özür al toplam tl bagaj tl yeni bilet tl telefon fatura ol üzere ciddi bir maddi kayb ol yaşa mağduriyet gider fazla öde ücret iade tazminat talep ed uygulamatekni̇k ücret i̇adesi̇,UYGULAMA/TEKNİK,ÜCRET İADESİ,UYGULAMA/TEKNİK,0,0,0,1,0
ajetdubaii̇stanbul uç uzun gecik yetersiz destek eylül tarih dubaii̇stanbul uç rezervasyon no vf saat ’da gerçek ancak uçağ arızalan nedeniyle ciddi bir gecik yaşa süreç dubai havaliman yaklaşık saat mahsur kal otel imkan sağ sadece bir yemek ver herhangi bir ilgi göster yetkili bul büyük zor yaşa yaşa mağduriyet nedeniyle i̇stanbul’da yap planla iptal ol iki gün boşa git olumsuz rağmen uçuş tazminat konu herhangi bir destek al ’ten uçuş tazminat bir an önce öde talep ed rötar ücret i̇adesi̇,RÖTAR,ÜCRET İADESİ,RÖTAR,0,0,0,0,1
ajetdubaii̇stanbul uç uzun gecik yetersiz destek eylül tarih dubaii̇stanbul uç rezervasyon no vf saat ’da gerçek ancak uçağ arızalan nedeniyle ciddi bir gecik yaşa süreç dubai havaliman yaklaşık saat mahsur kal otel imkan sağ sadece bir yemek ver herhangi bir ilgi göster yetkili bul büyük zor yaşa yaşa mağduriyet nedeniyle i̇stanbul’da yap planla iptal ol iki gün boşa git olumsuz rağmen uçuş tazminat konu herhangi bir destek al ’ten uçuş tazminat bir an önce öde talep ed rötar ücret i̇adesi̇,RÖTAR,ÜCRET İADESİ,RÖTAR,0,0,0,0,1
ajetdubaii̇stanbul uç uzun gecik yetersiz destek eylül tarih dubaii̇stanbul uç rezervasyon no vf saat ’da gerçek ancak uçağ arızalan nedeniyle ciddi bir gecik yaşa süreç dubai havaliman yaklaşık saat mahsur kal otel imkan sağ sadece bir yemek ver herhangi bir ilgi göster yetkili bul büyük zor yaşa yaşa mağduriyet nedeniyle i̇stanbul’da yap planla iptal ol iki gün boşa git olumsuz rağmen uçuş tazminat konu herhangi bir destek al ’ten uçuş tazminat bir an önce öde talep ed rötar ücret i̇adesi̇,RÖTAR,ÜCRET İADESİ,RÖTAR,0,0,0,0,1
ekstra ücret öde ön sıra otur ücret i̇ade ed eylül tarih brüksel i̇stanbul sabiha gökçen’e gerçek uç f numara koltuğ yemek servi kapsa ön sır ekstra ücret öde euro bilet al ancak uçuş sırasında pilot talimat gerekçe koltuğ f’ye değiş ön sıra koltuğ faydalan yemek servi faydalan ekstra bilet ücret euro mağduriyet sonra eylül telefon internet üzer geri bildiri form başvuru bulun ancak iki ret cevab al mağduriyet gider özellikle ilk ret cevab uçuş tarihi gidişvarış şehir yanlış belirt brükseli̇stanbul uç yerine i̇stanbulerzurum ol yanıt ver i̇kinci yanıt ekle kanıt rağmen ısrar f koltuğ sat al iddia ed pnr numara ru a ön sır koltuk öde ekstra ücret iade ed talep ed uygulamatekni̇k ücret i̇adesi̇,UYGULAMA/TEKNİK,ÜCRET İADESİ,UYGULAMA/TEKNİK,0,0,0,1,0
al i̇ki koltuk başka sat mağduriyet gider tarih sabiha gökçe – ağrı uç eş çocuğ yan gel uçuş sırasında kimse rahat et amac iki bilet al eş adına diğer kendi ad eş iki koltuğ kullan check işlem tamamla ancak ye hizmet eş yan başka bir yolcu al ben bilet başka sat konu ilgili ol havayol şirket ara ban hak ver ertesi gün aran söyle ancak sonra sadece yuvarlak cevapla içer bir mail al i̇tiraz et rağmen sorun ilgili net bir geri dönüş al üç gün düzgün bir cevap bekl telefon ban hak ver ol somut bir çöz sun kimse telefon geri dönüş yap yaşa mağduriyet gider yaklaşık tl tutar bilet ücret iade konu ilgili detay bir açıkla yap talep ed rezervasyon kod ysm ücret i̇adesi̇ uygulamatekni̇k,ÜCRET İADESİ,UYGULAMA/TEKNİK,UYGULAMA/TEKNİK,0,0,0,1,0
bebek araba zarar gör saat bagaj bekle mağdur ed merhaba tarih vf sefer numara yu pnr numara antalyai̇stanbul saw uç trafik dolayı saat git görev arkadaş bavul bebek araba al ilet bagaj al kapan fakat uçak kısm geç ücret şekil al buna istinaden hızlı şekil uçak kapı git kapı görev beyefendi başta al belirt fakat uçuş dakika var biraz konuş sonra öde karşılığ al kredi kart talep et el kredi kart al ara kart sor telefon kişi başka insan var sesli bir şekil ver telefon kişi tl çek yap öncelikle yapılan hukuk sonra bavul bebek araba al uçağ giriş kadar birlikte getir uçak kapı bagaj yetkili bavul bebek araba diğer arkadaş teslim et uçağ bin saat yolcu sonra i̇stanbula gel i̇stanbul saw havaliman numara bagaj al kısm bebek araba bavul saat bekle gel üzerine kayıp bagaj kısm sor git yetkili arkadaş bavul bebek araba antalya yükle esnasında sistem oku söyle ben eşya uçağ gir yetkili teslim ed gör söyle kayıp bagaj kısm yetkili arkadaş tekrar telefon ara sor eşya uçağ fark bir alan koy söyle saat sonunda bebek araba bavul ulaş fakat bebek araba zarar gör bavul zarar gör pislik iç saat bekle karşı bir özür bile dilen gönder kabul ed bir ayrıca dolayı transfer ol kendi imkan avrupa yaka geçiş yap aylık bebeğ resmen rezil ol resmi yer şikayet bildirim yap dolayı ücret iade hasar karşı özür dilen ist bagaj ücret i̇adesi̇,BAGAJ,ÜCRET İADESİ,BAGAJ,0,1,0,0,0
aktar uç kaybol valiz ulaş mağdur ed eylül pazartesi a jet uç var bodrum milas havaliman sabiha gökçe havaliman ora aktar gaziantep uç uçuş sonra gaziantep var valiz kaybol öğren defalarca ara rağmen valiz hiçbir yanıt alamadıki̇çinde çocuk önem eşya var yap yap hiçbir yetkili ulaş telafi ed bil a jet böyle aktar uç başarı gerçekten mağdur bırak bütün a jet yetkili seslen muhatap ol alın bagaj müşteri̇ hi̇zmetleri̇,BAGAJ,MÜŞTERİ HİZMETLERİ,BAGAJ,0,1,0,0,0
i̇le geç hasar valiz teslimat mağduriyet tarih kopenhag diyarbakır yap uç valiz uç gün sonra akşam saat civar teslim ed valiz ban ulaş teker alt üst kısm kırıkla oluş tamamen kullan hal gel dolayı müşteri hizmet iletişim geç ban şikayet başvuru yap gerek söylen ancak diyarbakır havaliman valiz teslim herhangi bir tutanak tutul ben ek bir belge fotoğraf talep ed valiz geç hasar teslim ed nedeniyle yaşa mağduriyet gider zarar karşı talep ed konu ilgili acil çöz bekl bagaj ücret i̇adesi̇,BAGAJ,ÜCRET İADESİ,BAGAJ,0,1,0,0,0
kaybol bagaj i̇çin eksik öde teklif mağdur ed ağustos tarih i̇stanbul’dan i̇zmir’e yap ekonomi sınıf uç bagaj kaybol varış nokta teslim ed ağustos dönüş uç sabiha gökçe havaliman bagaj kendi teslim al süreç havaliman ofis müşteri hizmet iletişim geç kayıt oluş mağduriyet bildir ben bagaj içindekiler liste kimlik fotoğraf bagaj etiket uçuş bilet belgele talep ed eksik ol web site şikayet form üzer ilet tarafından bagaj bulun kadar yap harca iade ed bildir toplam tl tutar harca yap fatura paylaş ancak bugün kadar herhangi bir öde yap ’in sigorta şirket sadece tl’lik bir teklif bulun yaşa mağduriyet belge rağmen teklif yetersiz ol düşün kabul et ayrıca süreç ban yazılı bir açıkla gerek sun şikayet sadece uç sınır ol rezervasyonbilet numara ’dir yaşa maddi manevi mağduriyet gider harca tamam iade ed sürec hızlan talep ed ücret i̇adesi̇ bagaj,ÜCRET İADESİ,BAGAJ,BAGAJ,0,1,0,0,0
